CURP,nombre_cliente,paterno_cliente,materno_cliente,Localidad,calle_cliente,numero_cliente,CP_cliente,tipo_cliente,fotografia_cliente,telefono_casa,telefono_celular_cliente,Edificio,correo_electronico_cliente
FOPL911026HNWZPE70,JOSE,DE LA ROSA,MACEDO,NAUCALPAN,PONIENTE   ,53608,83945,E,duwte/vbji.vyo,65-46-20-55,55-15-95-85-42,Facultad de Ciencias,fpullarky@comsenz.com
QIDP871227HPUOJZ19,DANIEL,DE LEON,SANTOS,NAUCALPAN,FRANCIA  ,2860,66530,E,rtioadgf/kxupdecn.hyr,72-65-48-08,55-34-60-74-49,Facultad de Ciencias,ghuntleykz@homestead.com
KDSU871218HRYKLI13,ROSARIO,DE LEON,MANZOR,NAUCALPAN,JUAREZ  ,996,50446,E,dokq/mdajqhlv.xrw,94-16-50-35,55-70-92-78-41,Facultad de Quimica,nhamsherel0@tripod.com
JBVT921128MWISHP68,WALTER ULISES,DE LEON,OJEDA,NAUCALPAN,IZTACCIHUATL  ,272,22445,E,szcbuitde/zqncwix.ouv,10-31-52-45,55-31-45-41-36,Facultad de Quimica,bhyettl1@va.gov
HKAI781029MEMPJS24,LEONARDO ENRIQUE,DE LEON,FRASCOLLA,NAUCALPAN,AV. DEL TALLER  ,2062,53665,E,bktoj/dfqg.aqo,06-69-18-37,55-47-00-94-00,Facultad de Ciencias,ajentlel2@behance.net
RQAE681217MOMNXK21,WILMER DINER,DE LEON,LOPEZ,NAUCALPAN,CARMEN SERDAN  ,42,83699,E,utyrgm/exulcz.ctd,95-04-76-46,55-55-41-11-67,Facultad de Ciencias,mabercrombiel3@reuters.com
UPKI761229HFGCMN71,JUAN CARLOS,DE LEON,SARACHO,NAUCALPAN,CAMINO REAL AL AJUSCO  ,3,98220,E,zfprixlyo/cyvjtesk.nvm,09-17-48-90,55-22-27-11-49,Facultad de Ciencias,bgeverl4@behance.net
AIVR901228MXEHSD68,DANIEL,DE LEON,HUELMOS,NAUCALPAN,ROSAL  ,667,54086,E,iwcsq/hypvljm.sph,62-68-47-48,55-96-51-49-79,Facultad de Psicologia,mtreswelll5@cnn.com
SYZP991129HOXJFW58,HECTOR,DE LEON,FERNANDEZ,NAUCALPAN,AV. UNIVERSIDAD  ,934,33484,E,hycrot/fvmhywlq.glt,48-55-33-42,55-34-16-86-13,Facultad de Ciencias,mogilviel6@linkedin.com
KGZW951229HBNDLS81,CARLOS ENRIQUE,DE LEON,TRAVIESO,NAUCALPAN,DR. JOSE G. PARRES  ,3,52457,E,beuhlq/demoq.fdb,51-51-42-26,55-81-06-51-05,Facultad de Ciencias,amussolinil7@time.com
QLFS771128HSBNFL83,LILA,DE LIMA,BELOQUI,NAUCALPAN,ATLETAS  ,98972,99091,E,gnfhysteq/udvmnchtw.opz,73-33-87-93,55-92-58-63-96,Facultad de Ingenieria,gscarrel8@wikia.com
YXRC981128MXNAID90,JUAN JOSE,DE LOS SANTOS,MAISONAVE,NAUCALPAN,CIPRES  ,4634,12472,E,imucbpw/nwavz.yhl,96-70-48-32,55-68-82-70-84,Facultad de Odontologia,wcannl9@bbc.co.uk
IXVM881219HAPWTI68,DARCY,DE LOS SANTOS,SEVERGNINI,NAUCALPAN,FERRARA  ,23,29438,E,efmvbjzi/abmzys.nre,92-10-87-45,55-86-92-40-71,Facultad de Quimica,jhardagela@ifeng.com
HZEP811209HCUSYG81,JULIO,DE LOS SANTOS,APESTEGUY,NAUCALPAN,PLZAS. VILLA DE MADRID  ,53,70823,E,qgdrvwtjiu/miwbvn.jzo,35-54-95-15,55-73-53-23-81,Facultad de Ciencias,tredittlb@squidoo.com
HLCX631226MUIVDW70,FELICIO,DE LOS SANTOS,MOREIRA,NAUCALPAN,XICOTENCATL  ,7,85373,E,zatjqyv/otlcnsejx.tfn,40-79-37-84,55-69-86-81-79,Facultad de Quimica,bpeponlc@cocolog-nifty.com
BHAE801126MKYFOH74,ROBERTO,DE LOS SANTOS,SUAREZ,NAUCALPAN,LERDO  ,25618,27268,E,uavgilenj/uloxzac.wxa,90-61-34-87,55-00-51-75-73,Facultad de Ciencias,sleachmanld@flavors.me
LXHO921028HVPLSU17,OSCAR JOE,DE LOS SANTOS,PIRIZ,NAUCALPAN,ALZATE  ,8558,92253,E,lybtrh/qdbnc.ltu,09-97-83-46,55-45-72-69-29,Facultad de Medicina,wvelezle@yandex.ru
QZHD951219MIDPBC02,MAR?A ADRIANA,DE LOS SANTOS,ARIGONI,NAUCALPAN,AGUAJE  ,4,44754,E,uzvlyfxgth/kzwflhaosj.fqu,93-53-76-26,55-37-23-87-39,Facultad de Ciencias,tfarncomblf@deliciousdays.com
TOVE831008HZDCMU55,HORACIO DANIEL,DE LOS SANTOS,TOMAS,NAUCALPAN,ATLETAS  ,581,96179,E,sfut/pasclxwieh.amp,15-52-24-28,55-97-45-78-62,Facultad de Ciencias,dmcwhannellg@jalbum.net
RWSH911218HMPOLS32,JOSE ALFREDO,DE MATTOS,DE MELLO,NAUCALPAN,CUAUTITLAN  ,146,66161,E,daexhjsygm/lhzpbt.kda,52-44-08-61,55-05-03-45-66,Facultad de Psicologia,skleinholzlh@latimes.com
TCWO911118MNHTEL14,CARLOS,DE MELLO,TABOADA,NAUCALPAN,HERNAN DE SOTO  ,70,24383,E,vpbstqkfe/pfrgscxeb.cxs,88-94-91-73,55-02-88-47-55,Facultad de Quimica,rguerrazzili@rediff.com
SCLT991219HCHBRI32,EDILBERTO,DE OLIVEIRA,RODRIGUEZ,NAUCALPAN,PRIVADA DE HIPODROMO  ,6,47327,E,oxtyjiqfn/cmjwxnhskd.bkv,93-14-85-96,55-25-55-99-21,Facultad de Ciencias,adeniscolj@google.it
IWCE981208MNTOEV55,MARCELO ADAN,DE POLSI,CERRUTI,NAUCALPAN,NEZAHUALCOYOTL  ,95,56703,E,ntxclh/perskn.bjh,30-19-21-46,55-54-45-87-96,Facultad de Ciencias,prendlelk@sun.com
VZHQ841209MVIUPZ29,ANA MARGARITA,DE SALTERAIN,GUTIERREZ,NAUCALPAN,MANUEL DOBLADO  ,61549,14478,E,glzjrm/lignm.mqk,13-20-71-83,55-94-72-05-91,Facultad de Quimica,gbullockell@epa.gov
JQEZ910525MFBLWK30,HECTOR BARRET,DE SANTA ANA,ALVAREZ,NAUCALPAN,SANTA ANA  ,76,79406,E,zkvbahd/pdyovezh.syn,30-84-05-83,55-50-10-78-70,Facultad de Ciencias,rnorridgelm@livejournal.com
CEFB911128HFWLNU71,PATRICIA,DE SANTIS,COSTA,NAUCALPAN,FELIPE ANGELES  ,75,52453,E,sdjte/zmfn.nix,35-17-76-25,55-10-43-57-92,Facultad de Quimica,epechellln@webeden.co.uk
XNAF761128MENSGJ14,BLANCA MARIELA,DE SOUZA,LOZANO,NAUCALPAN,COPA DE ORO  ,0,70749,E,fgkun/jnroqaz.yar,93-44-34-25,55-04-20-80-99,Facultad de Ciencias,lallcottlo@jugem.jp
JEQK901027MRKEXW26,GONZALO,DE TORO,GONZALEZ,NAUCALPAN,PERIFERICO  ,16,99357,E,efxrsa/pdjylihqex.asi,73-66-88-91,55-51-08-46-22,Facultad de Ciencias,mbernhardssonlp@angelfire.com
ARXQ911108MCWAEQ72,MARIA DEL PINO,DE VEGA,NAPOLI,NAUCALPAN,FRANCISCO VILLA  ,204,65854,E,rtezu/caivjgryuh.zvp,84-05-50-37,55-56-35-19-34,Facultad de Quimica,avescovolq@123-reg.co.uk
XAIV741217MXUFZM53,VIVIEN DENISE,DEAMESTOY,MUSETTI,NAUCALPAN,RENATO LEDUC  ,961,90114,E,chnfiml/sovh.eoj,15-37-09-20,55-52-43-19-32,Facultad de Ciencias,tpidonlr@free.fr
MQCR631229MCWXJF58,HUGO ALFREDO,DEBONE,IBERO,NAUCALPAN,AVENIDA SAUCES  ,31197,65257,E,nzoiuvjpgh/lkjvd.dwx,28-54-89-14,55-16-79-18-50,Facultad de Ciencias,kbrucksteinls@upenn.edu
QAUL841107MYXCVB77,ENRIQUE LUIS,DECOUD,SERRA,NAUCALPAN,INDEPENDENCIA  ,9,79570,E,prqbgmic/kputiowjse.hio,81-33-75-88,55-36-28-27-67,Facultad de Ciencias,cpawlelt@reference.com
HFRA921119HXKZSW00,GABRIEL EDUARDO,DEL RIO,NOBLE,NAUCALPAN,MANUEL DOBLADO  ,18,81498,E,siebtylgoa/dsxugzte.xpa,41-00-20-92,55-61-69-69-18,Facultad de Ciencias,vritmeyerlu@soup.io
KXIB631219MPIEUV92,AGUSTIN,DELEO,MAS,NAUCALPAN,MAR DE LAS TEMPESTADES  ,8,95721,E,qjndtwzgfp/deoytchsw.qug,65-16-78-91,55-60-92-65-61,Facultad de Quimica,amcgrearylv@google.pl
EKBN941029MLSRWA85,ALVARO LUIS,DELGADO,CERETTA,NAUCALPAN,CHICARAS  ,7,27146,E,edpxbivt/yohnjf.cqf,35-91-69-70,55-40-77-23-83,Facultad de Ciencias,hwillettlw@deliciousdays.com
SJZI960629MMEZWN66,GUSTAVO RODOLFO,DELGADO,MLYNEK,NAUCALPAN,PEDRO HENRIQUEZ  ,923,68102,E,jnmqkhuwfg/pvuoeqsh.uhv,15-28-69-62,55-75-08-06-85,Facultad de Ciencias,colivolx@ed.gov
CTVX950829HISLQW97,JORGE,DELGADO,FERNANDEZ,NAUCALPAN,VALLE DE LOS TOLTECAS  ,98662,70778,E,cesz/bwgnlqdro.xof,46-76-93-70,55-01-79-78-21,Facultad de Ciencias,gtonkinsonly@yellowbook.com
NDPT831207HDXVRB42,DANIEL HUGO,DELGADO,SICCO,NAUCALPAN,AV. MORELOS SUR  ,58553,76031,E,lyma/kpwdyxruv.kfy,08-43-03-68,55-32-87-10-01,Facultad de Ciencias,fbealeslz@vkontakte.ru
BPHG981228MJPRNI91,PABLO ALEJANDRO,DELGROSSO,ABRINIS,NAUCALPAN,CORAS  ,86961,30616,E,sxqy/uspra.nxa,86-34-14-22,55-22-54-90-02,Facultad de Ciencias,wdunsm0@reddit.com
ZGYD951228HGIVFU98,UMBERTO,DELLA MEA,PALUMBO,NAUCALPAN,CDA. APETLATIPAC  ,0,25499,E,rcghiy/ngidlypcfj.ekh,94-62-37-51,55-93-50-27-95,Facultad de Quimica,sbeeresm1@yelp.com
JDHI811209HBAXVT86,AMANDA ROSA,DELLA VENTURA,VALERIO,NAUCALPAN,CALLE ZARAGOZA  ,87944,22693,E,wiuvzqkx/kcjibmadfy.kws,86-31-39-03,55-67-90-14-10,Facultad de Ciencias,brawlynsm2@utexas.edu
LEIV950706MNXMFO67,NILA MARIELA,DELOR,PEDROZO,NAUCALPAN,CANAL DEL VADO  ,14,13374,E,ucoiwbj/gkymxluenc.edx,51-49-37-99,55-60-30-19-44,Facultad de Ciencias,kbordism3@about.com
DPLU691218HPRKBD63,MARIELLA,DEMARCO,BEROIS,NAUCALPAN,EXCONVENTO DE CHURUBUSCO  ,8,77107,E,pasxmhbirj/zlptacih.ohn,89-85-80-45,55-01-82-21-42,Facultad de Ciencias,sjoyem4@mac.com
VGIC971227HRLPIS03,ALLEN,DENBY,MONTALDO,CHIMALHUACAN,ROSA DE SIRIA  ,509,44277,E,leuosptacy/ehrb.paf,38-34-86-02,55-84-89-66-07,Facultad de Quimica,mmahonm5@about.com
AQSM901219HOIXKC44,MARTIN,DERSARKISIAN,APELIAN,CHIMALHUACAN,NATIVITAS  ,842,11793,E,sejayg/rxgastimnp.zro,81-75-05-08,55-74-84-83-54,Facultad de Ciencias,ewilflingerm6@forbes.com
KWJZ901119HQLYFE92,BEATRIZ,DETOMASI,MAGGIOLO,CHIMALHUACAN,AGRICULTURA  ,94,11443,E,vqxdzmcgkb/mkgw.guj,27-41-72-01,55-92-16-17-24,Facultad de Ciencias,dhealdm7@jugem.jp
AVOC941208HRASQL22,MARCELO GABRIEL,DI BELLO,FRAGA,CHIMALHUACAN,ROSAL  ,77,88591,E,sfuca/mofbtqspla.ptu,24-72-48-74,55-69-71-46-98,Facultad de Quimica,dbryanm8@furl.net
CFYS921128HFPVDE41,ADRIANA,DI GIOVANNI,NICOLA,CHIMALHUACAN,SANTA ANA  ,0,12655,E,stoi/vdfgbe.iwe,13-42-32-79,55-17-47-05-69,Facultad de Ciencias,snorkuttm9@edublogs.org
ZJQB871219MGFIXC55,RUBEN,DI GIOVANNI,QUINTANAR,CHIMALHUACAN,LEONARDO DA VINCI  ,93,27487,E,ahrs/oastcjiunv.zrl,19-59-65-05,55-87-88-77-98,Facultad de Ciencias,erockwellma@netlog.com
LWPH901115HVQHSR22,JOSE ENRIQUE,DI MARCO,SUAREZ,CHIMALHUACAN,BOSQUES DE FELIPE  ,277,73231,E,phsmube/jnlc.njd,50-75-90-63,55-27-98-30-53,Facultad de Psicologia,mdavismb@comsenz.com
LXBF941229HEXLSR72,JUAN MIGUEL,DI RUOCCO,ALANIZ,CHIMALHUACAN,YUCATAN  ,33,42052,E,scjwtnh/mnsaw.lgc,48-54-36-98,55-25-51-22-36,Facultad de Psicologia,kmcilwraithmc@hostgator.com
YAHL821207MXHPZT98,JUN CARLOS,DIANO,OXLEY,CHIMALHUACAN,LAGUNA DE TERMINOS  ,22905,97558,E,cdtbovz/rveibctz.nft,38-67-87-19,55-10-83-50-00,Facultad de Psicologia,gcockellmd@arizona.edu
GQCY821006MLKMJQ13,JUAN JOSE,DIAZ,DIAZ,CHIMALHUACAN,ISABEL LA CATOLICA  ,35,47573,E,njelhtd/jrbkgyfimp.bxc,86-67-07-60,55-75-44-48-27,Facultad de Quimica,dstorckeme@wufoo.com
MERJ881209MSYDPE26,FABRICIO GONZALO,DIAZ,CANAVESSI,CHIMALHUACAN,ESTRELLA  ,15550,64675,E,dgurqsh/fnmxgkhyb.bas,56-64-39-90,55-63-40-78-96,Facultad de Psicologia,kwildmf@tinypic.com
WNJE991227HXURMH89,ALICIA,DIAZ,DE ROSSI,CHIMALHUACAN,MARGARITA MAZA DE JUAREZ  ,4516,99276,E,rmlxegf/jzbortusa.jhw,86-33-67-30,55-60-88-41-96,Facultad de Odontologia,zcaswellmg@weibo.com
DHPN721207HGPFJR15,ORLANDO,DIAZ,LOPEZ,CHIMALHUACAN,MONROVIA  ,7,60718,E,dvlgo/ftjlbak.vsz,44-87-31-47,55-76-39-49-64,Facultad de Quimica,cpersianmh@oaic.gov.au
GAEU871119HPERXG23,FRANCIA LIBRE,DIAZ,OLIVERA,CHIMALHUACAN,SN. CIPRIAN  ,29257,28121,E,ktbsyo/vftwmdphr.rit,90-06-33-53,55-59-31-17-33,Facultad de Psicologia,cplanemi@furl.net
JMEQ841109HHEOZD39,JOSE GABRIEL,DIAZ,LANDONI,CHIMALHUACAN,DR. JOSE G. PARRES  ,2,92939,E,pufhvqen/yvpdcqeon.deo,56-63-31-84,55-75-20-28-41,Facultad de Psicologia,cgrelkamj@latimes.com
ISXJ601219HHFJIE85,ALBERTO,DIAZ,ACOSTA,CHIMALHUACAN,CANAL DEL VADO  ,470,99538,E,lemig/ixbjhgzd.uio,97-02-79-02,55-49-24-30-46,Facultad de Ciencias,ahartilmk@tripadvisor.com
KQFB921128HMOBZJ44,MARIO NELGAR,DIAZ,BIZERA,CHIMALHUACAN,PORTO ALEGRE  ,49461,34835,E,jbczfwmik/uevtbo.cvg,13-33-86-40,55-75-86-91-73,Facultad de Odontologia,chugleml@nba.com
ISBX741228MKJOFA18,RAUL HECTOR,DIAZ,GORDILLO,CHIMALHUACAN,AUGUSTO RODIN  ,397,59104,E,jsoxdckf/uikml.cap,49-58-94-72,55-80-27-40-75,Facultad de Quimica,dcrambmm@google.com.au
WQUF871229HIFHOG43,JORGE GISLENO,DIAZ,ALMEIDA,CHIMALHUACAN,FRESNO  ,9,50212,E,dhaxwruzpe/rzqxfml.pcb,03-09-93-65,55-53-80-74-04,Facultad de Odontologia,rbalchmn@digg.com
CBUD781229HQYEFG37,MARIA DELCARMEN,DIAZ,SIERRA,CHIMALHUACAN,EDIF AGUAMIEL  ,18,46946,E,ybzlrpai/xcsdulbqnk.xau,85-27-38-09,55-43-19-93-06,Facultad de Ciencias,cbowsermo@yolasite.com
HDYS671017MUMLSY00,ALBERTO,DIAZ,ACOSTA,CHIMALHUACAN,CAMPESINOS  ,96924,16741,E,rnoapvsku/ivuz.gaz,88-73-10-62,55-50-17-32-65,Facultad de Ciencias,rgalleymp@utexas.edu
WEAT821127MDYLRN01,JOSE ARIEL,DIAZ,PEREZ,CHIMALHUACAN,CARTILLA  ,18,48796,E,kfwopunrg/njyehqpwba.rgh,10-12-61-93,55-61-17-27-84,Facultad de Ciencias,zfidelusmq@boston.com
MDAT971209MYTCRI19,MARTIN,DIBARBOURE,ROSSINI,CHIMALHUACAN,PIE DE LA CUESTA  ,0,54517,E,ywxafq/geaqcvd.mzb,45-09-32-23,55-15-60-08-47,Facultad de Psicologia,kszwarcmr@cbslocal.com
VHAM691219HFNEVX69,PEDRO PABLO,DIGHIERO,ABENTE,CHIMALHUACAN,CALLE PASO SOMOSIERRA  ,61784,35246,E,udfgrmk/grjdsw.zgq,89-87-87-57,55-38-43-91-23,Facultad de Psicologia,cgivesms@nydailynews.com
LTYR641207MZVWPI44,IRMA LUCY,DINELLO,PENINO,CHIMALHUACAN,PRIVADA AZOYAPAN  ,589,92408,E,godxwerl/lwnyb.vle,30-61-78-37,55-25-13-67-48,Facultad de Ciencias,tmedlarmt@goo.gl
VSOR621229MWXQRZ52,CLAUDIA REBECA,DIPERNA,ACOSTA,CHIMALHUACAN,SAN EMETERIO  ,621,33521,E,tprljixdho/ylzrpnc.szk,74-31-10-49,55-94-19-37-99,Facultad de Quimica,iiashvilimu@google.it
OJIN881218MAQLZP84,RAFAEL ANGEL,DIRINGUER,SANTORO,CHIMALHUACAN,CALLE UNO  ,12,88901,E,mtok/eiks.etm,87-88-53-95,55-88-98-79-24,Facultad de Quimica,bstellmv@last.fm
UVLH891208HXJQPS02,ALVARO,DIZ,LLANES,CHIMALHUACAN,UNIDAD HABITACIONAL MILITAR  ,89,73734,E,ldzmgcru/vcfdqrsi.ciy,69-75-10-19,55-92-87-78-18,Facultad de Ciencias,sdugallmw@arstechnica.com
EHQV981208MCTQNU68,SANDRA ROSELLA,DODERA,IRIGOYEN,CHIMALHUACAN,PERIFERICO  ,48,41694,E,vbzlrqym/bxihjvqd.xkp,40-05-26-74,55-37-92-14-46,Facultad de Ciencias,tsollonmx@constantcontact.com
BZNO781229MIWCXP73,LAURA ISABEL,DOGLIO,CASULLO,CHIMALHUACAN,C. JOSE FRANCISCO RUIZ MASSIEU  ,5,63206,E,zvsrfqtu/irmh.aif,79-44-53-39,55-77-20-32-56,Facultad de Medicina Veterinaria y Zootecnia,aissonmy@google.cn
CSPV711027MPAZCK60,GUSTAVO A.,D'OLIVEIRA,MAILHE,CHIMALHUACAN,FRESNOS  ,955,47976,E,qjoyplu/ksbvlut.ofc,91-67-01-26,55-47-82-50-90,Facultad de Ciencias,mmatyukonmz@who.int
WMAL721027HUJLZI09,GUILLERMO JOSE,DOMENECH,MARTINEZ,CHIMALHUACAN,MIGUEL BARRAGAN  ,239,79934,E,zbtasg/lqtmwogx.ler,81-34-57-66,55-31-39-06-63,Facultad de Ciencias,mracen0@blogspot.com
FTWQ630218MRDVJP13,DORA,DOMENECH,BACCINO,CHIMALHUACAN,PUERTO RICO  ,6739,83181,E,xrko/morj.mie,83-80-45-51,55-99-77-06-66,Facultad de Ciencias,bhendenn1@tuttocitta.it
PFZQ921227MDRTNE20,MARIA ELVIRA,DOMINGUEZ,ALONSO,CHIMALHUACAN,ALDAMA  ,15,78476,E,ieyw/msucn.ydl,75-40-14-64,55-43-35-97-19,Facultad de Medicina Veterinaria y Zootecnia,chofnern2@unc.edu
OETA801206MXHRAU80,GUSTAVO,DOMINGUEZ,RUIZ,CHIMALHUACAN,ANDADOR  DE COMPOSTELA  ,3,11581,E,zqfwlxt/shzplryomi.rbu,95-85-88-71,55-15-29-69-75,Facultad de Ciencias,smachargn3@desdev.cn
SHNO831129HNGFRI17,MARIA CRISTINA,DOMINGUEZ,MARTINEZ,CHIMALHUACAN,AV VICENTE RIVA PALACIO  ,4310,81778,E,bsauj/ljuqwvnz.qfd,88-88-07-90,55-11-37-99-87,Facultad de Ciencias,egeraudyn4@free.fr
AQIB971229MZBMIF08,JULIA ELIZABETH,DOMINGUEZ,BERGER,CHIMALHUACAN,DA CERRADA DE LOMA LINDA  ,21,23789,E,jdvn/hxckyvtb.wim,10-55-03-01,55-58-76-56-12,Facultad de Ciencias,esommersettn5@topsy.com
JHUM971229HDJRIH08,SHIRLEY MABEL,DOMINGUEZ,CA?ABATE,CHIMALHUACAN,MANUEL ESPERON  ,73,48429,E,kuibxctwna/krcqlaxne.yfd,34-42-45-80,55-81-89-01-08,Facultad de Psicologia,kcustyn6@discovery.com
VRPM981207HKIMZL44,JUAN JOSE,DOMINGUEZ,DIAZ,CHIMALHUACAN,MANUEL GANDA  ,6,23706,E,awgnqvr/akfjcnidmw.zhi,87-07-91-51,55-72-29-00-91,Facultad de Quimica,vcurnnokkn7@nbcnews.com
GHOI821109HZVAPD72,DANIEL OSCAR,DOMINIONI,GHIGGIA,CHIMALHUACAN,VIVEROS DE ASIS  ,69013,63251,E,imykpt/njvm.qvh,86-66-72-91,55-21-91-66-26,Facultad de Ciencias,alutasn8@gnu.org
LDTQ651219HNUKQT86,FRANCISCO JAVIER,DONNAGELO,CLEFFI,CHIMALHUACAN,ALTOMONTE  ,5,36694,E,aloky/qcpn.sew,51-12-42-43,55-51-33-10-49,Facultad de Quimica,ascroobyn9@thetimes.co.uk
LPIS951128HKNFJA29,LEANDRO JOSE,DOS SANTOS,RODRIGUEAZ,CHIMALHUACAN,COLIMA  ,67250,22626,E,fcmaxitj/lqmjxyi.fug,58-48-11-63,55-95-77-11-74,Facultad de Quimica,yduffillna@slideshare.net
WZKF961219MYWVXD27,ROBERTO ANIBAL,DOS SANTOS,RODRIGUEZ,CHIMALHUACAN,CRUZ VERDE  ,6,75662,E,rwysk/ezyg.kcf,91-09-06-21,55-96-21-50-18,Facultad de Psicologia,ljainenb@hud.gov
JGYZ791129MNJYDQ85,NELSON,DOS SANTOS,URIBE,CHIMALHUACAN,SN. CIPRIAN  ,5163,62155,E,nhvpysutog/hvpcox.gek,74-95-33-89,55-28-78-35-43,Facultad de Ciencias,bendecottnc@skyrock.com
HXDB831009HFULWE59,COSME DAVID,DOTI,GENTA,CHIMALHUACAN,ARIZONA  ,23018,23482,E,rgxn/xlciyr.wev,53-47-07-69,55-11-44-00-68,Facultad de Musica,rdarlastonnd@prweb.com
EFMS971229HLGWCN97,MARIA CRISTINA,DOTTA,BARDIER,CHIMALHUACAN,CARMEN SERDAN  ,66179,90033,E,nbaklf/pgrbqtl.vfk,24-41-47-33,55-24-21-96-38,Facultad de Quimica,ldaryne@adobe.com
KVOI950926MRDLIG45,LUCIA,DOTTI,QUINTANAR,CHIMALHUACAN,LICENCIADO VERDAD  ,54304,57854,E,nzdxiks/aifo.skr,41-44-16-84,55-88-74-72-23,Facultad de Odontologia,stironnf@zimbio.com
CBNL971227MMEQCK92,ILEANA MARIA,DOYENART,LAMBANTOV,CHIMALHUACAN,HERIBERTO FRIAS  ,30262,46417,E,xbchpkgq/cbdk.dcm,99-32-84-73,55-04-02-60-37,Facultad de Quimica,hpizzieng@china.com.cn
HLRZ810929HUEWDI69,ALEJANDRO,DRAPER,PRADEIRO,CHIMALHUACAN,SANTA ANA  ,95,32934,E,glbfm/fcksil.fcn,88-27-04-88,55-47-95-36-88,Facultad de Odontologia,peverexnh@nydailynews.com
XZNT881219HOVMGY24,ALVARO RICARDO,DUARTE,PEREZ,CHIMALHUACAN,JUAN ZAIZAR  ,44,72692,E,bzghwsvei/huyxafsqrd.elm,08-27-98-22,55-12-24-20-03,Facultad de Ciencias,amanuaudni@indiegogo.com
CWPN801227MXZOGB08,CARLOS PABLO,DUARTE,COUTO,CHIMALHUACAN,BARRANCA  ,4,26502,E,krpxywme/evjtqyk.lhe,11-92-98-75,55-46-75-97-30,Facultad de Ciencias,wkighlynj@bloglovin.com
RBDV620728HTMHJR10,FREDDY FABIAN,DUARTE,OBISPO,CHIMALHUACAN,MESETA  ,8,60964,E,tzipdlcej/vqila.dgp,80-60-77-97,55-84-87-00-91,Facultad de Ciencias,pballsnk@narod.ru
MJXK941219MEUBZS09,CANDIDO,DUARTE,FREITAS,CHIMALHUACAN,CALLE GARDENIA  ,87945,88943,E,zbjwfmkcl/vqinpomstj.nev,59-14-24-98,55-49-27-88-26,Facultad de Quimica,agarritleynl@blinklist.com
DKTU991226MZKUXM63,MARLENE,DUARTE,CABRERA,CHIMALHUACAN,CALANDRIA  ,63,94064,E,cjmvgufp/qzwcrlktf.oab,19-20-97-44,55-58-94-56-82,Facultad de Quimica,jmckeannm@wsj.com
XOEH801229MBYUWF40,SERGIO NICOLAS,DUARTE,FERNANDEZ,CHIMALHUACAN,SUR   ,960,99622,E,jcbfy/nuth.odq,71-55-63-99,55-82-82-45-06,Facultad de Odontologia,cboncoeurnn@va.gov
VFMW811227MQYZMK54,WALTER LUIS,DUARTE,ACOSTA,CHIMALHUACAN,AND LAS LEYES DE REFORMA  ,60,90674,E,tzkb/cftrgdpoi.hoa,57-19-64-30,55-37-04-80-48,Facultad de Ciencias,bibanezno@blogspot.com
JDES760804MJMHUA69,JUAN CARLOS,DUARTE,SENA,CHIMALHUACAN,CALLE FRANCISCO I. MADERO  ,66201,46529,E,mjnkxsoazp/ambpho.jky,65-22-08-95,55-94-77-88-47,Facultad de Ciencias,pspellsworthnp@wufoo.com
TOCF861219HOSXNC29,JORGE WILLIAM,DUBROCCA,VELAZQUEZ,CHIMALHUACAN,MOSQUETA  ,68,34295,E,sdhvjkc/osibt.lgf,71-33-50-58,55-71-38-59-86,Facultad de Psicologia,mauchinlecknq@yellowpages.com
NVTU991216MVXBNI60,MARIA ALEJANDRA,DUFRECHOU,CASAL,CHIMALHUACAN,PROL TAMAURILPAS  ,86,76873,E,rufxmo/gkza.zrx,87-01-29-20,55-61-94-81-52,Facultad de Musica,cedmensonnr@weebly.com
ZVLO971109HSXATF86,NORALI,DUHALDE,ROCCI,CHIMALHUACAN,AV SANTA MARIA  ,17243,73034,E,kohupq/iulxrqpbd.anv,37-94-49-26,55-69-49-96-97,Facultad de Ciencias,mculhamns@infoseek.co.jp
RFGQ861028HKIEJZ95,ENRIQUE ADOLFO,DUPONT,GALIONE,CHIMALHUACAN,HERNAN DE SOTO  ,55,49821,E,wmzdaybvs/rnyziwjc.gsk,61-86-74-74,55-59-68-26-24,Facultad de Quimica,nminchindennt@google.ru
MNAP991228HDHBXM09,EDUARDO CESAR,DUPONT,GALIONE,CHIMALHUACAN,CDA. APETLATIPAC  ,63592,30597,E,xuljhwieyd/pvesmwzba.irn,55-70-57-96,55-52-25-03-22,Facultad de Ciencias,hjestenu@kickstarter.com
AOCJ671226MOEKFL01,FERNANDO ARIEL,DURAN,SANCHEZ,CHIMALHUACAN,LLUVIA  ,25810,96826,E,phbvgxm/twfkrpg.afz,50-61-89-47,55-66-00-16-53,Facultad de Medicina Veterinaria y Zootecnia,mbolithonv@dailymotion.com
MJHC951219MZVGBL17,MARCIANO,DURAN,MIRAFUENTEZ,CHIMALHUACAN,A. CERRADA DE SOLIDARIDAD  ,743,71029,E,cfygbxq/nvma.ouj,75-93-12-71,55-87-08-16-09,Facultad de Ciencias,maddionisionw@ask.com
IUSL981219MWIGQA44,CARLOS,DURAN,CLAUSTRE,CHIMALHUACAN,CALLE TABASCO  ,909,85670,E,pizdq/byixw.pdy,84-90-92-23,55-76-18-11-92,Facultad de Odontologia,bviviansnx@addthis.com
